,Noise,SNR,Random state,Error init,Error final,Error with f,Amari init,Amari,Amari with f
0,0.251188643150958,156.86721667100352,0,0,0,0,0.4703327653721166,0.04640936786391132,0.04640936786391132
1,0.251188643150958,156.86721667100352,1,0,0,0,2.0890207949878876,0.026017815681424205,0.026017815681424205
2,0.251188643150958,156.86721667100352,2,0,0,0,0.21220338974550707,0.007944892505612346,0.007944892505612346
3,0.251188643150958,156.86721667100352,3,0,0,0,0.3962725119943773,0.022610011329560156,0.022610011329560156
4,0.251188643150958,156.86721667100352,4,0,0,0,0.23780937027176646,0.03732195897158639,0.03732195897158639
5,0.31622776601683794,98.97652246673547,0,0,0,0,0.4439475495281104,0.060060829082866134,0.060060829082866134
6,0.31622776601683794,98.97652246673547,1,0,0,0,1.3176581508782659,0.032530606130832335,0.032530606130832335
7,0.31622776601683794,98.97652246673547,2,0,0,0,0.19337373918810152,0.011583676457870793,0.011583676457870793
8,0.31622776601683794,98.97652246673547,3,0,0,0,0.35320327298942483,0.02847255694592301,0.02847255694592301
9,0.31622776601683794,98.97652246673547,4,0,0,0,0.24858934037080258,0.05010213884340321,0.05010213884340321
10,0.39810717055349726,62.449963781495605,0,0,0,0,0.44946595903466036,0.0776817488370403,0.0776817488370403
11,0.39810717055349726,62.449963781495605,1,0,0,0,0.7926403929314793,0.04097171568877238,0.04097171568877238
12,0.39810717055349726,62.449963781495605,2,0,0,0,0.17223412297835095,0.016802070140981895,0.016802070140981895
13,0.39810717055349726,62.449963781495605,3,0,0,0,0.3220014837023122,0.037829293359315265,0.037829293359315265
14,0.39810717055349726,62.449963781495605,4,0,0,0,0.2669082072680458,0.06851813189543263,0.06851813189543263
15,0.5011872336272724,39.40326331045671,0,0,0,0,0.5027317491465454,0.10155066913153049,0.10155066913153049
16,0.5011872336272724,39.40326331045671,1,0,0,0,0.6292622392965403,0.052265779754909335,0.052265779754909335
17,0.5011872336272724,39.40326331045671,2,0,0,0,0.15176342646852456,0.0241460578404699,0.0241460578404699
18,0.5011872336272724,39.40326331045671,3,0,0,0,0.307319260529607,0.05350763071934877,0.05350763071934877
19,0.5011872336272724,39.40326331045671,4,0,0,0,0.30104779075026283,0.09421643857992977,0.09421643857992977
20,0.6309573444801934,24.86177838221959,0,0,0,0,0.622439848764363,0.13566023203653232,0.13566023203653232
21,0.6309573444801934,24.86177838221959,1,0,0,0,0.582795828429058,0.06745252516058263,0.06745252516058263
22,0.6309573444801934,24.86177838221959,2,0,0,0,0.136368234111418,0.034328410725811255,0.034328410725811255
23,0.6309573444801934,24.86177838221959,3,0,0,0,0.3267659298783986,0.07713977532271464,0.07713977532271464
24,0.6309573444801934,24.86177838221959,4,0,0,0,0.37976352901968435,0.12969992156502885,0.12969992156502885
25,0.7943282347242815,15.686721667100352,0,1,0,0,0.9351150303979862,0.20359360865294568,0.20359360865294573
26,0.7943282347242815,15.686721667100352,1,0,0,0,0.5781540275226926,0.08761507879992572,0.08761507879992572
27,0.7943282347242815,15.686721667100352,2,0,0,0,0.13093734991013545,0.0483392181446262,0.0483392181446262
28,0.7943282347242815,15.686721667100352,3,0,0,0,0.4176669744041462,0.11469202962478386,0.11469202962478386
29,0.7943282347242815,15.686721667100352,4,0,0,0,0.5985495586842307,0.18164368343672604,0.18164368343672604
30,1.0000000000000002,9.897652246673545,0,5,0,0,1.4451639712718578,0.3123265485040584,0.3123265485040584
31,1.0000000000000002,9.897652246673545,1,0,0,0,0.6199126714698191,0.11730278163277429,0.11730278163277429
32,1.0000000000000002,9.897652246673545,2,0,0,0,0.14027957915005548,0.06747137202962497,0.06747137202962497
33,1.0000000000000002,9.897652246673545,3,0,0,0,0.5351780317459545,0.18005392747939078,0.18005392747939078
34,1.0000000000000002,9.897652246673545,4,3,0,0,1.0907639547421506,0.2628579799668324,0.2628579799668433
35,1.2589254117941675,6.244996378149557,0,7,0,0,2.711244013739856,0.4823711739119446,0.4823711739119444
36,1.2589254117941675,6.244996378149557,1,0,0,0,1.008291451687982,0.15854750592380004,0.15854750592380004
37,1.2589254117941675,6.244996378149557,2,0,0,0,0.1703378633718873,0.09277798548026994,0.09277798548026994
38,1.2589254117941675,6.244996378149557,3,0,0,0,0.703463802045518,0.2986577241168119,0.2986577241168119
39,1.2589254117941675,6.244996378149557,4,4,0,0,1.6664095047824634,0.3107117619971772,0.3107117619971843
40,1.5848931924611138,3.94032633104567,0,8,0,0,5.0953656889759955,0.9620667258170216,0.9620667258170218
41,1.5848931924611138,3.94032633104567,1,1,0,0,1.420899072772802,0.2152779080968967,0.215277908096895
42,1.5848931924611138,3.94032633104567,2,0,0,0,0.23582576534336136,0.12621502841067775,0.12621502841067775
43,1.5848931924611138,3.94032633104567,3,1,0,0,1.1745059043398076,0.4886181279129995,0.4886181279129978
44,1.5848931924611138,3.94032633104567,4,2,0,0,3.0281750410239576,0.45788015284017325,0.45788015284017586
45,1.9952623149688797,2.4861778382219595,0,6,0,0,6.669260331409195,2.257386660547945,2.2573866605479624
46,1.9952623149688797,2.4861778382219595,1,3,0,0,2.0282234415154283,0.32462779146200654,0.324627791462006
47,1.9952623149688797,2.4861778382219595,2,1,0,0,0.38156450167596256,0.17383972545096774,0.17383972545096765
48,1.9952623149688797,2.4861778382219595,3,4,0,0,1.9082502074440069,0.7042798445281347,0.7042798445281361
49,1.9952623149688797,2.4861778382219595,4,9,0,0,5.079764577277262,0.771485784214965,0.7714857842149565
50,2.51188643150958,1.5686721667100352,0,5,0,0,9.617216142188635,4.489079449123218,4.489079449123233
51,2.51188643150958,1.5686721667100352,1,5,0,0,4.41682221230174,0.708057439599103,0.7080574395990867
52,2.51188643150958,1.5686721667100352,2,2,0,0,0.8195846968406205,0.2527005870861232,0.25270058708612325
53,2.51188643150958,1.5686721667100352,3,8,0,0,3.9988811997842793,0.7396743432416495,0.7396743432416523
54,2.51188643150958,1.5686721667100352,4,13,0,0,8.366047461622065,1.0566690236893383,1.0566690236893233
55,3.16227766016838,0.9897652246673545,0,6,0,0,10.415026550269442,6.305295334117853,6.305295334117831
56,3.16227766016838,0.9897652246673545,1,8,0,0,6.376836131704936,1.2831033872073845,1.2831033872073836
57,3.16227766016838,0.9897652246673545,2,5,0,0,2.49735979521094,0.5116528077498883,0.5116528077498844
58,3.16227766016838,0.9897652246673545,3,12,0,0,6.069011479591684,1.2049091241320136,1.2049091241320156
59,3.16227766016838,0.9897652246673545,4,12,13,13,11.414083773564581,3.0937023495706004,3.093851788471884
60,3.9810717055349745,0.6244996378149554,0,12,5,5,10.933015254435057,8.909964039632799,8.727553517627596
61,3.9810717055349745,0.6244996378149554,1,8,0,0,8.058137461387853,2.2645805569014055,2.2645805569014117
62,3.9810717055349745,0.6244996378149554,2,7,0,0,4.498985473114485,0.8295415458700652,0.829541545869493
63,3.9810717055349745,0.6244996378149554,3,11,0,0,8.852568612059887,1.644423625307215,1.6444236253072115
64,3.9810717055349745,0.6244996378149554,4,17,9,9,14.748937416125946,6.241367874280736,6.201150827421202
65,5.011872336272724,0.39403263310456704,0,13,10,10,11.840619856258257,10.164091378028683,10.164091378028699
66,5.011872336272724,0.39403263310456704,1,10,0,0,10.491693600376921,3.7093239274485734,3.7093239274485614
67,5.011872336272724,0.39403263310456704,2,8,2,2,6.267615793405736,3.1171442069320014,3.117144206932006
68,5.011872336272724,0.39403263310456704,3,14,2,2,12.493457553689383,10.053626373835689,10.053626373835606
69,5.011872336272724,0.39403263310456704,4,30,17,17,15.932137060061091,9.104599177605719,9.104599177605754
70,6.309573444801935,0.2486177838221958,0,22,12,12,13.96534064690639,11.121092410463572,11.121092410463579
71,6.309573444801935,0.2486177838221958,1,13,5,4,12.344183772455303,5.69574002771639,5.3949292944380565
72,6.309573444801935,0.2486177838221958,2,9,2,1,10.343209696838153,4.210937795353957,3.458682743520143
73,6.309573444801935,0.2486177838221958,3,15,8,8,14.258220869298928,7.919230504729231,7.857562475879876
74,6.309573444801935,0.2486177838221958,4,74,57,57,17.40574465094736,17.446946273335943,17.4469462733353
75,7.943282347242816,0.1568672166710035,0,23,13,13,15.671693145746486,12.614666987822806,12.516883205093219
76,7.943282347242816,0.1568672166710035,1,17,16,16,15.627483136903844,12.26456974563512,12.264569745635148
77,7.943282347242816,0.1568672166710035,2,13,5,5,12.549481509940664,5.4967537544176635,5.4967537544176786
78,7.943282347242816,0.1568672166710035,3,24,14,14,16.075992915924253,9.295409047908894,9.295409047908912
79,7.943282347242816,0.1568672166710035,4,104,106,106,17.56344530648726,19.087218811176474,19.087218811179575
80,10.0,0.09897652246673548,0,43,42,42,16.94960221968539,15.36331034689751,15.363310346897501
81,10.0,0.09897652246673548,1,51,38,38,16.629482091810385,13.583940388742244,13.5839403887422
82,10.0,0.09897652246673548,2,39,25,25,15.987792036187491,11.008494053511201,11.008494053511164
83,10.0,0.09897652246673548,3,40,34,34,17.771276525613946,11.371265723223111,11.371265723223118
84,10.0,0.09897652246673548,4,101,92,92,17.264915035670256,17.36971315677757,17.36971315677756
